Coordinates,Name,Type,Address,Opening Hours,Cuisine_1,Cuisine_2,Street,Bezirk,PLZ
"[52.58394, 13.28675]",Mexico City / la Rosa Quattro,Restaurant,Am Borsigturm 2 Tegel 13507 Berlin,,,,Am Borsigturm 2,Tegel,13507
"[52.58394, 13.28675]",Holiday Land Ab-Last Minute Holiday,Restaurant,Am Borsigturm 2 Tegel 13507 Berlin,Mon-Sat: 10:00 - 20:00,,,Am Borsigturm 2,Tegel,13507
"[52.587, 13.28525]",Pizza-Express,Restaurant,Schlieperstraße 13 Tegel 13507 Berlin,Mon-Sun: 11:00 - 23:00,Pizza,Italian,Schlieperstraße 13,Tegel,13507
"[52.58394, 13.28675]",New Delhi Indian Restaurant Berlin,Restaurant,Am Borsigturm 2 Tegel 13507 Berlin,Mon-Sat: 10:00 - 22:00,Asian,Indian,Am Borsigturm 2,Tegel,13507
"[52.5701, 13.31296]",Imbiss-König,Restaurant,Eichborndamm 22 Reinickendorf 13403 Berlin,Mon-Sun: 00:00 - 24:00,Middle Eastern,,Eichborndamm 22,Reinickendorf,13403
"[52.56782, 13.31283]",Pizza Azuri,Restaurant,Scharnweberstraße 60 Reinickendorf 13405 Berlin,,Pizza,,Scharnweberstraße 60,Reinickendorf,13405
"[52.58394, 13.28675]",I-Ke-Su,Restaurant,Am Borsigturm 2 Tegel 13507 Berlin,"Mon-Thu: 10:00 - 21:00 Fri, Sat: 10:00 - 22:00",Asian,Japanese - Sushi,Am Borsigturm 2,Tegel,13507
"[52.56993, 13.31387]",Zum Feuchten Grafen,Bar/Pub,GrafHaeselerStraße 23 Reinickendorf 13403 Berlin,,,,GrafHaeselerStraße 23,Reinickendorf,13403
"[52.585366, 13.286524]",Segafredo,Restaurant,Am Borsigturm Tegel 13507 Berlin,,,,Am Borsigturm,Tegel,13507
"[52.5873, 13.28566]",Don Giuseppe,Restaurant,Berliner Straße 14 Tegel 13507 Berlin,Mon-Sun: 12:00 - 23:59,International,Pizza,Berliner Straße 14,Tegel,13507
"[52.58702, 13.30549]",Zur Hütte,Restaurant,Miraustraße 91 Wittenau 13509 Berlin,,,,Miraustraße 91,Wittenau,13509
"[52.58668, 13.2852]",Dicke Paula,Restaurant,Schlieperstraße 69 Tegel 13507 Berlin,"Mon-Thu, Sun: 09:00 - 22:00 Fri, Sat: 09:00 - 23:00",,,Schlieperstraße 69,Tegel,13507
"[52.584566, 13.286112]",Fantasia del Gelato Tegel,Coffee/Tea,Am Borsigturm 2 Tegel 13507 Berlin,Mon-Sat: 09:00 - 20:00 Sun: 09:00 - 18:00,Ice cream,,Am Borsigturm 2,Tegel,13507
"[52.58394, 13.28675]",Seeteufel,Restaurant,Am Borsigturm 2 Tegel 13507 Berlin,Mon-Sat: 09:00 - 20:15,,,Am Borsigturm 2,Tegel,13507
"[52.58721, 13.28574]",Delishes Pfannkuchen Cafe,Food & Drink,Berliner Straße 15 Tegel 13507 Berlin,Mon-Sat: 10:00 - 18:00 Sun: 11:00 - 17:00,,,Berliner Straße 15,Tegel,13507
"[52.58467, 13.286006]",Orio Falafel,Restaurant,Am Borsigturm Tegel 13507 Berlin,,,,Am Borsigturm,Tegel,13507
"[52.57119, 13.31285]",Grillkönig,Snacks/Fast food,Eichborndamm 37 Reinickendorf 13403 Berlin,,Middle Eastern,Hot Dogs,Eichborndamm 37,Reinickendorf,13403
"[52.587, 13.28525]",Backe Backe Pizza,Snacks/Fast food,Schlieperstraße 13 Tegel 13507 Berlin,,Pizza,Natural/Healthy,Schlieperstraße 13,Tegel,13507
"[52.58402, 13.30265]",Trattoria da Ciro,Restaurant,Schubartstraße 47 Wittenau 13509 Berlin,"Mon, Sat: 16:00 - 23:00 Tue-Fri: 12:00 - 23:00",,,Schubartstraße 47,Wittenau,13509
"[52.58721, 13.28574]",Ristorante Pianoforte,Restaurant,Berliner Straße 15 Tegel 13507 Berlin,Mon-Sun: 12:00 - 23:00,Mediterranean,Italian,Berliner Straße 15,Tegel,13507
"[52.56933, 13.3195]",Ziegenkaserei & Wiesencafe Karolinenhof,Restaurant,Engelmannweg Reinickendorf 13403 Berlin,"Fri: 11:00 - 19:00 Sat, Sun: 09:00 - 19:00",,,Engelmannweg,Reinickendorf,13403
"[52.58637, 13.28729]",Restaurant Split,Restaurant,Veitstraße 4B Tegel 13507 Berlin,Tue-Sun: 12:00 - 22:00,Mediterranean,Balkan,Veitstraße 4B,Tegel,13507
"[52.58394, 13.28675]",Viet Express,Restaurant,Am Borsigturm 2 Tegel 13507 Berlin,Mon-Sat: 10:00 - 20:00,Asian,Vietnamese,Am Borsigturm 2,Tegel,13507
"[52.58394, 13.28675]",Dos Pescados,Restaurant,Am Borsigturm 2 Tegel 13507 Berlin,"Mon-Thu, Sun: 10:00 - 12:00 Fri, Sat: 10:00 - 14:30",Spanish,Tapas,Am Borsigturm 2,Tegel,13507
"[52.57529, 13.31486]",Ganges Eichborndamm 80,Restaurant,Eichborndamm 80 Reinickendorf 13403 Berlin,Mon-Sun: 12:00 - 22:00,Pakistani,Asian,Eichborndamm 80,Reinickendorf,13403
"[52.56705, 13.31496]",Ristorante Pizzeria Casamaßima,Restaurant,Scharnweberstraße 91 Reinickendorf 13405 Berlin,,Italian,,Scharnweberstraße 91,Reinickendorf,13405
"[52.58394, 13.28675]",Asia Snack,Restaurant,Am Borsigturm 2 Tegel 13507 Berlin,Mon-Sat: 10:00 - 20:00,Asian,,Am Borsigturm 2,Tegel,13507
"[52.58394, 13.28675]",Ristorante Giannini,Restaurant,Am Borsigturm 2 Tegel 13507 Berlin,,Italian,,Am Borsigturm 2,Tegel,13507
"[52.57501, 13.31437]",Grill Imbiss Stube,Restaurant,Eichborndamm Reinickendorf 13403 Berlin,Mon-Fri: 08:00 - 17:00,German,,Eichborndamm,Reinickendorf,13403
"[52.585871, 13.286938]",Asiagourmet,Restaurant,Berliner Straße 17 Tegel 13507 Berlin,,Asian,Thai,Berliner Straße 17,Tegel,13507
"[52.58394, 13.28675]",Rio Falafel,Snacks/Fast food,Am Borsigturm 2 Tegel 13507 Berlin,Mon-Sun: 10:00 - 20:00,Asian,Burgers,Am Borsigturm 2,Tegel,13507
"[52.45598, 13.55104]",Stella del Köp,Restaurant,An der Wuhlheide 228 Oberschöneweide 12459 Berlin,Mon-Sun: 11:30 - 23:59,Pizza,European,An der Wuhlheide 228,Oberschöneweide,12459
"[52.45737, 13.54012]",Amaranth,Restaurant,Weiskopffstraße 16 Oberschöneweide 12459 Berlin,"Sat, Sun: 11:00 - 14:00",Brunch,Vegan,Weiskopffstraße 16,Oberschöneweide,12459
"[52.4604, 13.54624]",P&R Personal -,Restaurant,An der Wuhlheide 195 Oberschöneweide 12459 Berlin,,,,An der Wuhlheide 195,Oberschöneweide,12459
"[52.4604, 13.54624]",Der Waldkater,Restaurant,An der Wuhlheide 195 Oberschöneweide 12459 Berlin,,,,An der Wuhlheide 195,Oberschöneweide,12459
"[52.460876, 13.548617]",Crepes Fez,Snacks/Fast food,Eichgestell Oberschöneweide 12459 Berlin,Mon-Sun: 13:00 - 18:00,Hot Dogs,Crêperie,Eichgestell,Oberschöneweide,12459
"[52.46026, 13.54013]",Finnhutten am Badesee,Restaurant,An der Wuhlheide 161 Oberschöneweide 12459 Berlin,"Tue, Thu: 13:00 - 18:00 Fri: 12:00 - 19:30 Sat, Sun: 11:00 - 18:00",,,An der Wuhlheide 161,Oberschöneweide,12459
"[52.46091, 13.5489]",Alfons Im FEZ,Restaurant,An der Wuhlheide 2 Oberschöneweide 12459 Berlin,,International,,An der Wuhlheide 2,Oberschöneweide,12459
"[52.46095, 13.54887]",Fritten Fritze,Restaurant,An der Wuhlheide 197 Oberschöneweide 12459 Berlin,Tue-Sun: 11:00 - 17:00,Ice cream,German,An der Wuhlheide 197,Oberschöneweide,12459
"[52.45249, 13.53402]",Café an der Spree,Restaurant,BrunoBürgelWeg 9 Niederschöneweide 12439 Berlin,,,,BrunoBürgelWeg 9,Niederschöneweide,12439
"[52.45311, 13.53859]",Steakhaus Mediterran,Restaurant,BrunoBürgelWeg 50 Niederschöneweide 12439 Berlin,,Steak,,BrunoBürgelWeg 50,Niederschöneweide,12439
"[52.46002, 13.53597]",Anna Kim,Restaurant,An der Wuhlheide 150 Oberschöneweide 12459 Berlin,,Asian,Japanese - Sushi,An der Wuhlheide 150,Oberschöneweide,12459
"[52.44988, 13.53556]",Lekker.Berlin,Food & Drink,Erikastraße 35 Niederschöneweide 12439 Berlin,,Vegetarian,,Erikastraße 35,Niederschöneweide,12439
"[52.45987, 13.52449]",Miss Sophie's Planet,Restaurant,Marienstraße 1A Oberschöneweide 12459 Berlin,Fri: 19:00 - 22:00,Fusion,,Marienstraße 1A,Oberschöneweide,12459
"[52.45228, 13.53135]",Call A Pizza,Restaurant,Schnellerstraße 86 Niederschöneweide 12439 Berlin,Mon-Sun: 11:00 - 23:00,Pizza,,Schnellerstraße 86,Niederschöneweide,12439
"[52.45955, 13.52443]",Burgerme,Snacks/Fast food,Wilhelminenhofstraße 48 Oberschöneweide 12459 Berlin,"Mon-Fri: 11:00 - 22:30 Sat, Sun: 12:00 - 22:30",Hot Dogs,,Wilhelminenhofstraße 48,Oberschöneweide,12459
"[52.45319, 13.56875]",Glashaus,Restaurant,Lindenstraße 29 Köpenick 12555 Berlin,,Balkan,,Lindenstraße 29,Köpenick,12555
"[52.44323, 13.55302]",Sportcasino abc 08,Restaurant,Lohnauer Steig Adlershof 12489 Berlin,,,,Lohnauer Steig,Adlershof,12489
"[52.44139, 13.5372]",Blattlaus Adlershof,Restaurant,Neltestraße 19D Adlershof 12489 Berlin,Mon-Sat: 16:00 - 22:00 Sun: 10:00 - 22:00,German,,Neltestraße 19D,Adlershof,12489
"[52.44283, 13.53544]",Alte Forno Sonnenallee,Restaurant,Sonnenallee Adlershof 12489 Berlin,,Pizza,,Sonnenallee,Adlershof,12489
"[52.45421, 13.56839]",Yezda's Diner,Restaurant,Lindenstraße 15 Köpenick 12555 Berlin,Mon-Sat: 11:00 - 21:00,Turkish,,Lindenstraße 15,Köpenick,12555
"[52.45993, 13.52966]",Masala,Restaurant,Rathenaustraße 26 Oberschöneweide 12459 Berlin,Mon-Sun: 12:00 - 23:00,Asian,Indian,Rathenaustraße 26,Oberschöneweide,12459
"[52.45312, 13.52453]",Artemis,Restaurant,Schnellerstraße 97 Niederschöneweide 12439 Berlin,Tue-Sun: 12:00 - 23:59,Greek,International,Schnellerstraße 97,Niederschöneweide,12439
"[52.44413, 13.53079]",Cuccis,Restaurant,Adlergestell Niederschöneweide 12439 Berlin,,,,Adlergestell,Niederschöneweide,12439
"[52.45998, 13.52914]",Manifattura del Gusto,Restaurant,Rathenaustraße 23 Oberschöneweide 12459 Berlin,Tue-Sun: 12:00 - 22:00,Mediterranean,Pizza,Rathenaustraße 23,Oberschöneweide,12459
"[52.45426, 13.52878]",Kranhaus Cafe,Restaurant,PaulTroppStraße 11 Oberschöneweide 12459 Berlin,Mon: 00:00 - 00:00 Tue-Sun: 10:00 - 20:00,German,,PaulTroppStraße 11,Oberschöneweide,12459
"[52.44628, 13.56228]",Villino Trattoria,Restaurant,ErnstGrubeStraße 1A Köpenick 12555 Berlin,,Italian,,ErnstGrubeStraße 1A,Köpenick,12555
"[52.45889, 13.52593]",Döner & Asia Altintop,Restaurant,Wilhelminenhofstraße 52 Oberschöneweide 12459 Berlin,,Middle Eastern,,Wilhelminenhofstraße 52,Oberschöneweide,12459
"[52.44566, 13.56314]",Gaststaette zum Hauptmann von Coepenick,Going Out,Oberspreestraße 148 Köpenick 12557 Berlin,Tue-Sun: 11:00 - 23:59,German,,Oberspreestraße 148,Köpenick,12557
"[52.44283, 13.53544]",Holz Kohlen Grill,Restaurant,Sonnenallee Adlershof 12489 Berlin,,,,Sonnenallee,Adlershof,12489
"[52.44628, 13.56228]",Jinnah House,Eat & Drink,ErnstGrubeStraße 1A Köpenick 12555 Berlin,,Asian,Indian,ErnstGrubeStraße 1A,Köpenick,12555
"[52.45889, 13.52593]",Mahlzeit,Restaurant,Wilhelminenhofstraße 52 Oberschöneweide 12459 Berlin,,Brunch,Hot Dogs,Wilhelminenhofstraße 52,Oberschöneweide,12459
"[52.45885, 13.52675]",Gemüse Kebap,Restaurant,Rathenaustraße 1 Oberschöneweide 12459 Berlin,,Middle Eastern,,Rathenaustraße 1,Oberschöneweide,12459
"[52.451982, 13.52311]",Olympia Greek Food,Restaurant,Rudower Straße 5A Niederschöneweide 12439 Berlin,,,,Rudower Straße 5A,Niederschöneweide,12439
"[52.51285, 13.58878]",Kyoto - Sushi & More,Restaurant,HeinrichGrüberStraße 7A Kaulsdorf 12621 Berlin,,Asian,Japanese - Sushi,HeinrichGrüberStraße 7A,Kaulsdorf,12621
"[52.52174, 13.59088]",Bharat,Restaurant,Cecilienplatz 3 Hellersdorf 12619 Berlin,Tue-Sun: 12:00 - 22:00,Asian,Indian,Cecilienplatz 3,Hellersdorf,12619
"[52.52144, 13.58712]",Fisch- U. Meeresspezialitäten,Food & Drink,Hellersdorfer Straße 77 Hellersdorf 12619 Berlin,,Seafood,,Hellersdorfer Straße 77,Hellersdorf,12619
"[52.5208, 13.59066]",Eiscafe Mandarino,Restaurant,ErnstBlochStraße Hellersdorf 12619 Berlin,,Ice cream,,ErnstBlochStraße,Hellersdorf,12619
"[52.52164, 13.59165]",Paparazzi 63,Going Out,Cecilienplatz 5 Hellersdorf 12619 Berlin,,,,Cecilienplatz 5,Hellersdorf,12619
"[52.52144, 13.58712]",Asia Snack,Restaurant,Hellersdorfer Straße 77 Hellersdorf 12619 Berlin,Mon-Fri: 09:00 - 19:30 Sat: 09:00 - 16:00,Asian,,Hellersdorfer Straße 77,Hellersdorf,12619
"[52.520394, 13.587841]",Klabautermann,Restaurant,Hellersdorfer Straße 67 Hellersdorf 12619 Berlin,Mon-Sun: 10:00 - 23:00,German,Pizza,Hellersdorfer Straße 67,Hellersdorf,12619
"[52.50576, 13.58827]",Gasthaus zum Ulrich,Restaurant,Mädewalder Weg 5 Kaulsdorf 12621 Berlin,Tue-Fri: 12:00 - 22:30 Sat: 17:00 - 22:30 Sun: 12:00 - 21:00,German,,Mädewalder Weg 5,Kaulsdorf,12621
"[52.51245, 13.58793]",Zur S-Bahn Kaulsdorf,Restaurant,HeinrichGrüberStraße 1 Kaulsdorf 12621 Berlin,Mon-Sun: 11:00 - 23:00,German,,HeinrichGrüberStraße 1,Kaulsdorf,12621
"[52.52086, 13.59132]",Nante Kaulsdorf,Restaurant,Cecilienplatz 7 Hellersdorf 12619 Berlin,"Mon, Wed-Sun: 11:00 - 12:00 Tue: 12:00 - 12:00",German,,Cecilienplatz 7,Hellersdorf,12619
"[52.52114, 13.58985]",Mr. Hung,Restaurant,Cecilienplatz 10 Hellersdorf 12619 Berlin,Tue-Sat: 11:00 - 22:00 Sun: 12:00 - 22:00,Asian,Japanese - Sushi,Cecilienplatz 10,Hellersdorf,12619
"[52.52144, 13.58712]",Mac's Bistro,Restaurant,Hellersdorfer Straße 77 Hellersdorf 12619 Berlin,"Mon-Sun: 09:00 - 00:00, 09:00 - 00:00",Turkish,Middle Eastern,Hellersdorfer Straße 77,Hellersdorf,12619
"[52.51535, 13.58247]",McKebab,Restaurant,Ludwigsluster Straße 23 Hellersdorf 12619 Berlin,,Turkish,,Ludwigsluster Straße 23,Hellersdorf,12619
"[52.523339, 13.588293]",Flamingo-Bier,Restaurant,Cecilienstraße Hellersdorf 12619 Berlin,,German,,Cecilienstraße,Hellersdorf,12619
"[52.5054, 13.60707]",BURGER KING,Snacks/Fast food,AltMahlsdorf 23 Mahlsdorf 12623 Berlin,"Mon-Thu: 09:00 - 23:00 Fri, Sat: 09:00 - 01:00 Sun: 10:00 - 23:00",Burgers,Hot Dogs,AltMahlsdorf 23,Mahlsdorf,12623
"[52.51983, 13.61681]",Domino's Pizza,Restaurant,Hönower Straße 171 Mahlsdorf 12623 Berlin,Mon-Sun: 11:00 - 23:00,Pizza,,Hönower Straße 171,Mahlsdorf,12623
"[52.52001, 13.61758]",Trattoria Pane E Vino,Restaurant,Hönower Straße 176 Mahlsdorf 12623 Berlin,,Italian,,Hönower Straße 176,Mahlsdorf,12623
"[52.517, 13.61535]",Cafe Nr. 30,Restaurant,Linderhofstraße 30 Mahlsdorf 12623 Berlin,"Mon, Tue, Sat, Sun: 12:00 - 20:30 Fri: 20:30 - 20:30",German,,Linderhofstraße 30,Mahlsdorf,12623
"[52.51983, 13.61681]",Hallo Pizza!,Restaurant,Hönower Straße 171 Mahlsdorf 12623 Berlin,,Pizza,,Hönower Straße 171,Mahlsdorf,12623
"[52.51311, 13.612]",Herkules II,Restaurant,Hönower Straße 91 Mahlsdorf 12623 Berlin,Mon-Sun: 12:00 - 00:00,International,German,Hönower Straße 91,Mahlsdorf,12623
"[52.51182, 13.61196]",Mahlsdorfer Wappen,Restaurant,Hönower Straße 79 Mahlsdorf 12623 Berlin,,Middle Eastern,German,Hönower Straße 79,Mahlsdorf,12623
"[52.5093, 13.61342]",Daddys Eiscafe,Restaurant,Hönower Straße 53 Mahlsdorf 12623 Berlin,,Ice cream,,Hönower Straße 53,Mahlsdorf,12623
"[52.50506, 13.58205]",Asia Restaurant Family,Restaurant,AltKaulsdorf 18 Kaulsdorf 12621 Berlin,Mon-Sun: 11:30 - 23:00,Asian,Thai,AltKaulsdorf 18,Kaulsdorf,12621
"[52.50469, 13.58875]",Döner Haus,Restaurant,AltKaulsdorf 52 Kaulsdorf 12621 Berlin,,Middle Eastern,,AltKaulsdorf 52,Kaulsdorf,12621
"[52.50641, 13.61247]",La Stalla,Restaurant,Hönower Straße 14 Mahlsdorf 12623 Berlin,Mon: 00:00 - 00:00 Tue-Sun: 11:30 - 23:00,Pizza,Italian,Hönower Straße 14,Mahlsdorf,12623
"[52.5031, 13.5848]",Amigos-Steakhaus,Restaurant,Am Niederfeld 21 Kaulsdorf 12621 Berlin,,Steak,,Am Niederfeld 21,Kaulsdorf,12621
"[52.51383, 13.61287]",Thai Sushi,Restaurant,Hönower Straße 100 Mahlsdorf 12623 Berlin,Tue-Sun: 11:00 - 21:30,Asian,Thai,Hönower Straße 100,Mahlsdorf,12623
"[52.51284, 13.61205]",Vietnam Today,Restaurant,Hönower Straße 89 Mahlsdorf 12623 Berlin,,Asian,Vietnamese,Hönower Straße 89,Mahlsdorf,12623
"[52.52769, 13.58785]",Bierstube Feldrain,Restaurant,Feldberger Ring 5 Hellersdorf 12619 Berlin,,German,,Feldberger Ring 5,Hellersdorf,12619
"[52.51191, 13.24077]",Olympia Eck,Restaurant,Flatowallee 28 Westend 14053 Berlin,Mon-Fri: 10:00 - 18:00,German,,Flatowallee 28,Westend,14053
"[52.51623, 13.25449]",Restaurant Epavlis,Restaurant,Olympische Straße 30 Westend 14052 Berlin,Tue-Sat: 16:00 - 23:00 Sun: 12:00 - 22:00,Greek,,Olympische Straße 30,Westend,14052
"[52.51599, 13.24791]",Beef Grill Club,Snacks/Fast food,Olympischer Platz Westend 14053 Berlin,,American,Burgers,Olympischer Platz,Westend,14053
"[52.52085, 13.25569]",Eis Emporio,Food & Drink,Koburgallee 3 Westend 14052 Berlin,Mon-Sat: 10:00 - 18:00 Sun: 11:00 - 18:00,Ice cream,Italian,Koburgallee 3,Westend,14052
"[52.51593, 13.26065]",Westend Grill,Restaurant,Reichsstraße 81 Westend 14052 Berlin,Mon-Sat: 09:00 - 23:59 Sun: 11:00 - 23:00,German,International,Reichsstraße 81,Westend,14052
"[52.51177, 13.23929]",Stadionterrassen,Restaurant,JesseOwensAllee 2 Westend 14053 Berlin,Mon: 10:30 - 17:00 Tue-Fri: 10:00 - 17:00,German,,JesseOwensAllee 2,Westend,14053
"[52.51681, 13.2595]",Westend-Klause,Bar/Pub,Reichsstraße 80 Westend 14052 Berlin,,,,Reichsstraße 80,Westend,14052
"[52.51657, 13.25982]",Il Cardinale,Restaurant,Reichsstraße 80B Westend 14052 Berlin,Mon: 12:00 - 23:59 Tue-Sun: 12:00 - 22:00,Mediterranean,Pizza,Reichsstraße 80B,Westend,14052
"[52.52105, 13.25602]",Der Balken,Restaurant,GothaAllee 29 Westend 14052 Berlin,"Mon, Wed, Thu: 13:00 - 23:59 Fri: 23:59 - 23:59 Sat, Sun: 12:00 - 23:59",German,,GothaAllee 29,Westend,14052
"[52.515952, 13.239036]",Sommerbad Olympiastadion Snackpoint,Restaurant,Westend 14053 Berlin,,,,,,
"[52.50792, 13.25837]",Würstl - Stand,Restaurant,Boyenallee 1 Westend 14055 Berlin,,German,,Boyenallee 1,Westend,14055
"[52.50985, 13.25531]",Cafe K,Coffee/Tea,Sensburger Allee 26 Westend 14055 Berlin,Tue-Sun: 10:00 - 18:00,,,Sensburger Allee 26,Westend,14055
"[52.507389, 13.257128]",Rafih,Restaurant,Teufelsseestraße 2 Westend 14055 Berlin,,Mediterranean,Pizza,Teufelsseestraße 2,Westend,14055
"[52.51685, 13.26164]",Sylvia Amoruso Italienisches,Business/Industry,Steubenplatz 5 Westend 14050 Berlin,Mon-Sun: 09:00 - 19:00,,,Steubenplatz 5,Westend,14050
"[52.50618, 13.22822]",Tiroler Stuben Berlin,Restaurant,Heerstraße 137 Westend 14055 Berlin,"Mon-Fri: 10:00 - 22:00 Sat, Sun: 09:00 - 22:00",Austrian,Barbecue,Heerstraße 137,Westend,14055
"[52.51318, 13.22989]",Berliner Waldbuehne,"Theatre, Music & Culture",Glockenturmstraße 1 Westend 14053 Berlin,Mon-Sun: 08:00 - 20:00,,,Glockenturmstraße 1,Westend,14053
"[52.52774, 13.24351]",Mischau,Restaurant,Wiesendamm 29 Spandau 13597 Berlin,Mon-Fri: 08:00 - 18:00 Sat: 08:00 - 13:00,German,Grill,Wiesendamm 29,Spandau,13597
"[52.52708, 13.24669]",Merz Catering,Business/Industry,Wiesendamm 15 Spandau 13597 Berlin,Mon-Sat: 09:00 - 18:00,,,Wiesendamm 15,Spandau,13597
"[52.51224, 13.26399]",Rasas (Westend),Restaurant,Bayernallee 42 Westend 14052 Berlin,"Mon-Sun: 12:00 - 01:00, 12:00 - 12:00",Asian,Indian,Bayernallee 42,Westend,14052
"[52.5205, 13.2652]",Lin's Mandarin,Restaurant,Spandauer Damm 181185 Westend 14050 Berlin,Mon-Sun: 12:00 - 23:30,,,Spandauer Damm 181185,Damm,18118
"[52.51229, 13.26802]",Ristorante Piccolo Mondo,Restaurant,Reichsstraße 9 Westend 14052 Berlin,Mon-Sat: 12:00 - 23:59,Mediterranean,Pizza,Reichsstraße 9,Westend,14052
"[52.51156, 13.26928]",Westend Pinte,Restaurant,Reichsstraße 6 Westend 14052 Berlin,Mon-Sun: 09:00 - 03:00,German,,Reichsstraße 6,Westend,14052
"[52.51078, 13.2706]",Restaurant Mahanakhon,Restaurant,Reichsstraße 3 Westend 14052 Berlin,,Asian,Thai,Reichsstraße 3,Westend,14052
"[52.51098, 13.22977]",Reitercasino Pichelsberg,Restaurant,Schirwindter Allee 45 Westend 14053 Berlin,,German,,Schirwindter Allee 45,Westend,14053
"[52.51139, 13.26956]",Amplio,Restaurant,Reichsstraße 5 Westend 14052 Berlin,Mon-Thu: 12:00 - 23:00 Fri: 12:00 - 00:00 Sat: 16:00 - 01:00 Sun: 16:00 - 23:00,Spanish,Tapas,Reichsstraße 5,Westend,14052
"[52.51078, 13.2706]",Bistro,Restaurant,Reichsstraße 3 Westend 14052 Berlin,"Mon-Fri, Sun: 15:00 - 22:00",,,Reichsstraße 3,Westend,14052
"[52.51229, 13.26802]",Salumeria Via Vai,Restaurant,Reichsstraße 9 Westend 14052 Berlin,Mon-Fri: 09:00 - 20:00 Sat: 09:00 - 16:00,German,Pizza,Reichsstraße 9,Westend,14052
"[52.50884, 13.26811]",Tutti Gusti,Restaurant,Heerstraße 11 Westend 14052 Berlin,Mon-Sun: 11:30 - 23:59,Mediterranean,Pizza,Heerstraße 11,Westend,14052
"[52.51341, 13.26458]",Thai Food Orchidee,Restaurant,Reichsstraße 92 Westend 14052 Berlin,Mon-Sun: 12:00 - 22:00,Asian,Thai,Reichsstraße 92,Westend,14052
"[52.51031, 13.26813]",Restaurant Marron,Restaurant,Kastanienallee 20 Westend 14052 Berlin,Tue-Sat: 12:30 - 23:00,,,Kastanienallee 20,Westend,14052
"[52.51149, 13.26837]",M.Looi Sushi Bar,Restaurant,Reichsstraße 102 Westend 14052 Berlin,"Mon-Fri: 12:00 - 22:00 Sat, Sun: 13:00 - 22:00",Asian,Japanese - Sushi,Reichsstraße 102,Westend,14052
"[52.51238, 13.26558]",Café Konditorei M&N Group Inh. Mojgan Moazazi Malkanfar,Restaurant,Länderallee 40 Westend 14052 Berlin,Mon-Sun: 08:00 - 23:00,,,Länderallee 40,Westend,14052
"[52.50942, 13.22902]",Pichelsberger Krug,Restaurant,Schirwindter Allee 24 Westend 14055 Berlin,Mon-Sun: 14:00 - 12:00,Pizza,Italian,Schirwindter Allee 24,Westend,14055
"[52.51238, 13.26558]",Cafe- Ein Stuck Weit Zauber,Restaurant,Länderallee 40 Westend 14052 Berlin,Mon-Sun: 09:30 - 18:00,German,,Länderallee 40,Westend,14052
"[52.51149, 13.26837]",Cafe Thiel,Coffee/Tea,Reichsstraße 102 Westend 14052 Berlin,Mon-Fri: 08:00 - 19:00 Sat: 08:00 - 18:00 Sun: 10:00 - 18:00,,,Reichsstraße 102,Westend,14052
"[52.51394, 13.26419]",Anna's To Go,Restaurant,Reichsstraße 89 Westend 14052 Berlin,Mon-Fri: 08:00 - 17:00,,,Reichsstraße 89,Westend,14052
"[52.51078, 13.2706]",La Victoria,Restaurant,Reichsstraße 3 Westend 14052 Berlin,,Italian,,Reichsstraße 3,Westend,14052
"[52.52057, 13.26753]",Pizza Pasta da Matteo,Restaurant,Spandauer Damm 170 Westend 14050 Berlin,,Pizza,Italian,Spandauer Damm 170,Westend,14050
"[52.39542, 13.44284]",Hofgarten,Restaurant,KarlMarxStraße 150 Großziethen 12529 Schönefeld,,German,,KarlMarxStraße 150,Großziethen,12529
"[52.40129, 13.45589]",Inh Esthea Wo,Restaurant,An der Feldmark 8 Großziethen 12529 Schönefeld,,,,An der Feldmark 8,Großziethen,12529
"[52.39903, 13.44158]",Medoc,Restaurant,KarlMarxStraße 133 Großziethen 12529 Schönefeld,Tue-Sat: 09:00 - 12:00 Sun: 09:00 - 18:00,German,,KarlMarxStraße 133,Großziethen,12529
"[52.39876, 13.44213]",Edelweiß,Restaurant,KarlMarxStraße 122 Großziethen 12529 Schönefeld,,German,,KarlMarxStraße 122,Großziethen,12529
"[52.40097, 13.44064]",Center Grill,Restaurant,KarlMarxStraße 117 Großziethen 12529 Schönefeld,,Middle Eastern,Pizza,KarlMarxStraße 117,Großziethen,12529
"[52.39876, 13.44213]",Haus Belger - Hotel Restaurant Biergarten,Restaurant,KarlMarxStraße 122 Großziethen 12529 Schönefeld,Mon-Sun: 08:00 - 22:00,German,,KarlMarxStraße 122,Großziethen,12529
"[52.39903, 13.44158]",Trattoria Aversa,Restaurant,KarlMarxStraße 133 Großziethen 12529 Schönefeld,,Mediterranean,Italian,KarlMarxStraße 133,Großziethen,12529
"[52.4025, 13.46008]",Loni's Gartengrill,Restaurant,Rudower Allee 21 12529 Schönefeld,,Brewpub,German,Rudower Allee,21,12529
"[52.39941, 13.44137]",Noel's Bar,Restaurant,KarlMarxStraße 131A Großziethen 12529 Schönefeld,Mon-Sun: 00:00 - 24:00,Breakfast,,KarlMarxStraße 131A,Großziethen,12529
"[52.40503, 13.44299]",Dieters Stimmungstheke & Herz As Catering,Dance or Nightclub,Querweg 12529 Schönefeld,,,,,,
