,restaurant_name,type,type_of_cuisine,address,street,zip_code,city_name,coordinates,latitude,longitude,opening_hours,database
1982,Döner & Asia Altintop,Restaurant,middle eastern,Wilhelminenhofstraße 52 Oberschöneweide 12459 Berlin,Wilhelminenhofstraße 52,12459,Oberschöneweide,"52.45889, 13.52593",52.45889,13.52593,,here_maps
1983,Gaststaette zum Hauptmann von Coepenick,Going Out,european,Oberspreestraße 148 Köpenick 12557 Berlin,Oberspreestraße 148,12557,Köpenick,"52.44566, 13.56314",52.44566,13.56314,Tue-Sun: 11:00 - 23:59,here_maps
1984,Holz Kohlen Grill,Restaurant,,Sonnenallee Adlershof 12489 Berlin,Sonnenallee,12489,Adlershof,"52.44283, 13.53544",52.44283,13.53544,,here_maps
1985,Jinnah House,Eat & Drink,asian,ErnstGrubeStraße 1A Köpenick 12555 Berlin,ErnstGrubeStraße 1A,12555,Köpenick,"52.44628, 13.56228",52.44628,13.56228,,here_maps
1986,Mahlzeit,Restaurant,breakfast/dessert,Wilhelminenhofstraße 52 Oberschöneweide 12459 Berlin,Wilhelminenhofstraße 52,12459,Oberschöneweide,"52.45889, 13.52593",52.45889,13.52593,,here_maps
1987,Gemüse Kebap,Restaurant,middle eastern,Rathenaustraße 1 Oberschöneweide 12459 Berlin,Rathenaustraße 1,12459,Oberschöneweide,"52.45885, 13.52675",52.45885,13.52675,,here_maps
1988,Olympia Greek Food,Restaurant,,Rudower Straße 5A Niederschöneweide 12439 Berlin,Rudower Straße 5A,12439,Niederschöneweide,"52.451982, 13.52311",52.451982,13.52311,,here_maps
1989,Kyoto - Sushi & More,Restaurant,asian,HeinrichGrüberStraße 7A Kaulsdorf 12621 Berlin,HeinrichGrüberStraße 7A,12621,Kaulsdorf,"52.51285, 13.58878",52.51285,13.58878,,here_maps
1990,Bharat,Restaurant,asian,Cecilienplatz 3 Hellersdorf 12619 Berlin,Cecilienplatz 3,12619,Hellersdorf,"52.52174, 13.59088",52.52174,13.59088,Tue-Sun: 12:00 - 22:00,here_maps
1991,Fisch- U. Meeresspezialitäten,Food & Drink,seafood,Hellersdorfer Straße 77 Hellersdorf 12619 Berlin,Hellersdorfer Straße 77,12619,Hellersdorf,"52.52144, 13.58712",52.52144,13.58712,,here_maps
1992,Eiscafe Mandarino,Restaurant,breakfast/dessert,ErnstBlochStraße Hellersdorf 12619 Berlin,ErnstBlochStraße,12619,Hellersdorf,"52.5208, 13.59066",52.5208,13.59066,,here_maps
1993,Paparazzi 63,Going Out,,Cecilienplatz 5 Hellersdorf 12619 Berlin,Cecilienplatz 5,12619,Hellersdorf,"52.52164, 13.59165",52.52164,13.59165,,here_maps
1994,Asia Snack,Restaurant,asian,Hellersdorfer Straße 77 Hellersdorf 12619 Berlin,Hellersdorfer Straße 77,12619,Hellersdorf,"52.52144, 13.58712",52.52144,13.58712,Mon-Fri: 09:00 - 19:30 Sat: 09:00 - 16:00,here_maps
1995,Klabautermann,Restaurant,european,Hellersdorfer Straße 67 Hellersdorf 12619 Berlin,Hellersdorfer Straße 67,12619,Hellersdorf,"52.520394, 13.587841",52.520394,13.587841,Mon-Sun: 10:00 - 23:00,here_maps
1996,Gasthaus zum Ulrich,Restaurant,european,Mädewalder Weg 5 Kaulsdorf 12621 Berlin,Mädewalder Weg 5,12621,Kaulsdorf,"52.50576, 13.58827",52.50576,13.58827,Tue-Fri: 12:00 - 22:30 Sat: 17:00 - 22:30 Sun: 12:00 - 21:00,here_maps
1997,Zur S-Bahn Kaulsdorf,Restaurant,european,HeinrichGrüberStraße 1 Kaulsdorf 12621 Berlin,HeinrichGrüberStraße 1,12621,Kaulsdorf,"52.51245, 13.58793",52.51245,13.58793,Mon-Sun: 11:00 - 23:00,here_maps
1998,Nante Kaulsdorf,Restaurant,european,Cecilienplatz 7 Hellersdorf 12619 Berlin,Cecilienplatz 7,12619,Hellersdorf,"52.52086, 13.59132",52.52086,13.59132,"Mon, Wed-Sun: 11:00 - 12:00 Tue: 12:00 - 12:00",here_maps
1999,Mr. Hung,Restaurant,asian,Cecilienplatz 10 Hellersdorf 12619 Berlin,Cecilienplatz 10,12619,Hellersdorf,"52.52114, 13.58985",52.52114,13.58985,Tue-Sat: 11:00 - 22:00 Sun: 12:00 - 22:00,here_maps
2000,Mac's Bistro,Restaurant,middle eastern,Hellersdorfer Straße 77 Hellersdorf 12619 Berlin,Hellersdorfer Straße 77,12619,Hellersdorf,"52.52144, 13.58712",52.52144,13.58712,"Mon-Sun: 09:00 - 00:00, 09:00 - 00:00",here_maps
2001,McKebab,Restaurant,middle eastern,Ludwigsluster Straße 23 Hellersdorf 12619 Berlin,Ludwigsluster Straße 23,12619,Hellersdorf,"52.51535, 13.58247",52.51535,13.58247,,here_maps
2002,Flamingo-Bier,Restaurant,european,Cecilienstraße Hellersdorf 12619 Berlin,Cecilienstraße,12619,Hellersdorf,"52.523339, 13.588293",52.523339,13.588293,,here_maps
2003,BURGER KING,Snacks/Fast food,fastfood,AltMahlsdorf 23 Mahlsdorf 12623 Berlin,AltMahlsdorf 23,12623,Mahlsdorf,"52.5054, 13.60707",52.5054,13.60707,"Mon-Thu: 09:00 - 23:00 Fri, Sat: 09:00 - 01:00 Sun: 10:00 - 23:00",here_maps
2004,Domino's Pizza,Restaurant,italian,Hönower Straße 171 Mahlsdorf 12623 Berlin,Hönower Straße 171,12623,Mahlsdorf,"52.51983, 13.61681",52.51983,13.61681,Mon-Sun: 11:00 - 23:00,here_maps
2005,Trattoria Pane E Vino,Restaurant,european,Hönower Straße 176 Mahlsdorf 12623 Berlin,Hönower Straße 176,12623,Mahlsdorf,"52.52001, 13.61758",52.52001,13.61758,,here_maps
2006,Cafe Nr. 30,Restaurant,european,Linderhofstraße 30 Mahlsdorf 12623 Berlin,Linderhofstraße 30,12623,Mahlsdorf,"52.517, 13.61535",52.517,13.61535,"Mon, Tue, Sat, Sun: 12:00 - 20:30 Fri: 20:30 - 20:30",here_maps
2007,Hallo Pizza!,Restaurant,italian,Hönower Straße 171 Mahlsdorf 12623 Berlin,Hönower Straße 171,12623,Mahlsdorf,"52.51983, 13.61681",52.51983,13.61681,,here_maps
2008,Herkules II,Restaurant,international,Hönower Straße 91 Mahlsdorf 12623 Berlin,Hönower Straße 91,12623,Mahlsdorf,"52.51311, 13.612",52.51311,13.612,Mon-Sun: 12:00 - 00:00,here_maps
2009,Mahlsdorfer Wappen,Restaurant,middle eastern,Hönower Straße 79 Mahlsdorf 12623 Berlin,Hönower Straße 79,12623,Mahlsdorf,"52.51182, 13.61196",52.51182,13.61196,,here_maps
2010,Daddys Eiscafe,Restaurant,breakfast/dessert,Hönower Straße 53 Mahlsdorf 12623 Berlin,Hönower Straße 53,12623,Mahlsdorf,"52.5093, 13.61342",52.5093,13.61342,,here_maps
2011,Asia Restaurant Family,Restaurant,asian,AltKaulsdorf 18 Kaulsdorf 12621 Berlin,AltKaulsdorf 18,12621,Kaulsdorf,"52.50506, 13.58205",52.50506,13.58205,Mon-Sun: 11:30 - 23:00,here_maps
2012,Döner Haus,Restaurant,middle eastern,AltKaulsdorf 52 Kaulsdorf 12621 Berlin,AltKaulsdorf 52,12621,Kaulsdorf,"52.50469, 13.58875",52.50469,13.58875,,here_maps
2013,La Stalla,Restaurant,italian,Hönower Straße 14 Mahlsdorf 12623 Berlin,Hönower Straße 14,12623,Mahlsdorf,"52.50641, 13.61247",52.50641,13.61247,Mon: 00:00 - 00:00 Tue-Sun: 11:30 - 23:00,here_maps
2014,Amigos-Steakhaus,Restaurant,steak,Am Niederfeld 21 Kaulsdorf 12621 Berlin,Am Niederfeld 21,12621,Kaulsdorf,"52.5031, 13.5848",52.5031,13.5848,,here_maps
2015,Thai Sushi,Restaurant,asian,Hönower Straße 100 Mahlsdorf 12623 Berlin,Hönower Straße 100,12623,Mahlsdorf,"52.51383, 13.61287",52.51383,13.61287,Tue-Sun: 11:00 - 21:30,here_maps
2016,Vietnam Today,Restaurant,asian,Hönower Straße 89 Mahlsdorf 12623 Berlin,Hönower Straße 89,12623,Mahlsdorf,"52.51284, 13.61205",52.51284,13.61205,,here_maps
2017,Bierstube Feldrain,Restaurant,european,Feldberger Ring 5 Hellersdorf 12619 Berlin,Feldberger Ring 5,12619,Hellersdorf,"52.52769, 13.58785",52.52769,13.58785,,here_maps
2018,Olympia Eck,Restaurant,european,Flatowallee 28 Westend 14053 Berlin,Flatowallee 28,14053,Westend,"52.51191, 13.24077",52.51191,13.24077,Mon-Fri: 10:00 - 18:00,here_maps
2019,Restaurant Epavlis,Restaurant,mediterranean,Olympische Straße 30 Westend 14052 Berlin,Olympische Straße 30,14052,Westend,"52.51623, 13.25449",52.51623,13.25449,Tue-Sat: 16:00 - 23:00 Sun: 12:00 - 22:00,here_maps
2020,Beef Grill Club,Snacks/Fast food,american,Olympischer Platz Westend 14053 Berlin,Olympischer Platz,14053,Westend,"52.51599, 13.24791",52.51599,13.24791,,here_maps
2021,Eis Emporio,Food & Drink,breakfast/dessert,Koburgallee 3 Westend 14052 Berlin,Koburgallee 3,14052,Westend,"52.52085, 13.25569",52.52085,13.25569,Mon-Sat: 10:00 - 18:00 Sun: 11:00 - 18:00,here_maps
2022,Westend Grill,Restaurant,european,Reichsstraße 81 Westend 14052 Berlin,Reichsstraße 81,14052,Westend,"52.51593, 13.26065",52.51593,13.26065,Mon-Sat: 09:00 - 23:59 Sun: 11:00 - 23:00,here_maps
2023,Stadionterrassen,Restaurant,european,JesseOwensAllee 2 Westend 14053 Berlin,JesseOwensAllee 2,14053,Westend,"52.51177, 13.23929",52.51177,13.23929,Mon: 10:30 - 17:00 Tue-Fri: 10:00 - 17:00,here_maps
2024,Westend-Klause,Bar/Pub,,Reichsstraße 80 Westend 14052 Berlin,Reichsstraße 80,14052,Westend,"52.51681, 13.2595",52.51681,13.2595,,here_maps
2025,Il Cardinale,Restaurant,mediterranean,Reichsstraße 80B Westend 14052 Berlin,Reichsstraße 80B,14052,Westend,"52.51657, 13.25982",52.51657,13.25982,Mon: 12:00 - 23:59 Tue-Sun: 12:00 - 22:00,here_maps
2026,Der Balken,Restaurant,european,GothaAllee 29 Westend 14052 Berlin,GothaAllee 29,14052,Westend,"52.52105, 13.25602",52.52105,13.25602,"Mon, Wed, Thu: 13:00 - 23:59 Fri: 23:59 - 23:59 Sat, Sun: 12:00 - 23:59",here_maps
2027,Sommerbad Olympiastadion Snackpoint,Restaurant,,Westend 14053 Berlin,,,,"52.515952, 13.239036",52.515952,13.239036,,here_maps
2028,Würstl - Stand,Restaurant,european,Boyenallee 1 Westend 14055 Berlin,Boyenallee 1,14055,Westend,"52.50792, 13.25837",52.50792,13.25837,,here_maps
2029,Cafe K,Coffee/Tea,,Sensburger Allee 26 Westend 14055 Berlin,Sensburger Allee 26,14055,Westend,"52.50985, 13.25531",52.50985,13.25531,Tue-Sun: 10:00 - 18:00,here_maps
2030,Rafih,Restaurant,mediterranean,Teufelsseestraße 2 Westend 14055 Berlin,Teufelsseestraße 2,14055,Westend,"52.507389, 13.257128",52.507389,13.257128,,here_maps
2031,Sylvia Amoruso Italienisches,Business/Industry,,Steubenplatz 5 Westend 14050 Berlin,Steubenplatz 5,14050,Westend,"52.51685, 13.26164",52.51685,13.26164,Mon-Sun: 09:00 - 19:00,here_maps
2032,Tiroler Stuben Berlin,Restaurant,european,Heerstraße 137 Westend 14055 Berlin,Heerstraße 137,14055,Westend,"52.50618, 13.22822",52.50618,13.22822,"Mon-Fri: 10:00 - 22:00 Sat, Sun: 09:00 - 22:00",here_maps
2033,Berliner Waldbuehne,"Theatre, Music & Culture",,Glockenturmstraße 1 Westend 14053 Berlin,Glockenturmstraße 1,14053,Westend,"52.51318, 13.22989",52.51318,13.22989,Mon-Sun: 08:00 - 20:00,here_maps
2034,Mischau,Restaurant,european,Wiesendamm 29 Spandau 13597 Berlin,Wiesendamm 29,13597,Spandau,"52.52774, 13.24351",52.52774,13.24351,Mon-Fri: 08:00 - 18:00 Sat: 08:00 - 13:00,here_maps
2035,Merz Catering,Business/Industry,,Wiesendamm 15 Spandau 13597 Berlin,Wiesendamm 15,13597,Spandau,"52.52708, 13.24669",52.52708,13.24669,Mon-Sat: 09:00 - 18:00,here_maps
2036,Rasas (Westend),Restaurant,asian,Bayernallee 42 Westend 14052 Berlin,Bayernallee 42,14052,Westend,"52.51224, 13.26399",52.51224,13.26399,"Mon-Sun: 12:00 - 01:00, 12:00 - 12:00",here_maps
2037,Lin's Mandarin,Restaurant,,Spandauer Damm 181185 Westend 14050 Berlin,Spandauer Damm 181185,18118,Damm,"52.5205, 13.2652",52.5205,13.2652,Mon-Sun: 12:00 - 23:30,here_maps
2038,Ristorante Piccolo Mondo,Restaurant,mediterranean,Reichsstraße 9 Westend 14052 Berlin,Reichsstraße 9,14052,Westend,"52.51229, 13.26802",52.51229,13.26802,Mon-Sat: 12:00 - 23:59,here_maps
2039,Westend Pinte,Restaurant,european,Reichsstraße 6 Westend 14052 Berlin,Reichsstraße 6,14052,Westend,"52.51156, 13.26928",52.51156,13.26928,Mon-Sun: 09:00 - 03:00,here_maps
2040,Restaurant Mahanakhon,Restaurant,asian,Reichsstraße 3 Westend 14052 Berlin,Reichsstraße 3,14052,Westend,"52.51078, 13.2706",52.51078,13.2706,,here_maps
2041,Reitercasino Pichelsberg,Restaurant,european,Schirwindter Allee 45 Westend 14053 Berlin,Schirwindter Allee 45,14053,Westend,"52.51098, 13.22977",52.51098,13.22977,,here_maps
2042,Amplio,Restaurant,mediterranean,Reichsstraße 5 Westend 14052 Berlin,Reichsstraße 5,14052,Westend,"52.51139, 13.26956",52.51139,13.26956,Mon-Thu: 12:00 - 23:00 Fri: 12:00 - 00:00 Sat: 16:00 - 01:00 Sun: 16:00 - 23:00,here_maps
2043,Bistro,Restaurant,,Reichsstraße 3 Westend 14052 Berlin,Reichsstraße 3,14052,Westend,"52.51078, 13.2706",52.51078,13.2706,"Mon-Fri, Sun: 15:00 - 22:00",here_maps
2044,Salumeria Via Vai,Restaurant,european,Reichsstraße 9 Westend 14052 Berlin,Reichsstraße 9,14052,Westend,"52.51229, 13.26802",52.51229,13.26802,Mon-Fri: 09:00 - 20:00 Sat: 09:00 - 16:00,here_maps
2045,Tutti Gusti,Restaurant,mediterranean,Heerstraße 11 Westend 14052 Berlin,Heerstraße 11,14052,Westend,"52.50884, 13.26811",52.50884,13.26811,Mon-Sun: 11:30 - 23:59,here_maps
2046,Thai Food Orchidee,Restaurant,asian,Reichsstraße 92 Westend 14052 Berlin,Reichsstraße 92,14052,Westend,"52.51341, 13.26458",52.51341,13.26458,Mon-Sun: 12:00 - 22:00,here_maps
2047,Restaurant Marron,Restaurant,,Kastanienallee 20 Westend 14052 Berlin,Kastanienallee 20,14052,Westend,"52.51031, 13.26813",52.51031,13.26813,Tue-Sat: 12:30 - 23:00,here_maps
2048,M.Looi Sushi Bar,Restaurant,asian,Reichsstraße 102 Westend 14052 Berlin,Reichsstraße 102,14052,Westend,"52.51149, 13.26837",52.51149,13.26837,"Mon-Fri: 12:00 - 22:00 Sat, Sun: 13:00 - 22:00",here_maps
2049,Café Konditorei M&N Group Inh. Mojgan Moazazi Malkanfar,Restaurant,,Länderallee 40 Westend 14052 Berlin,Länderallee 40,14052,Westend,"52.51238, 13.26558",52.51238,13.26558,Mon-Sun: 08:00 - 23:00,here_maps
2050,Pichelsberger Krug,Restaurant,italian,Schirwindter Allee 24 Westend 14055 Berlin,Schirwindter Allee 24,14055,Westend,"52.50942, 13.22902",52.50942,13.22902,Mon-Sun: 14:00 - 12:00,here_maps
2051,Cafe- Ein Stuck Weit Zauber,Restaurant,european,Länderallee 40 Westend 14052 Berlin,Länderallee 40,14052,Westend,"52.51238, 13.26558",52.51238,13.26558,Mon-Sun: 09:30 - 18:00,here_maps
2052,Cafe Thiel,Coffee/Tea,,Reichsstraße 102 Westend 14052 Berlin,Reichsstraße 102,14052,Westend,"52.51149, 13.26837",52.51149,13.26837,Mon-Fri: 08:00 - 19:00 Sat: 08:00 - 18:00 Sun: 10:00 - 18:00,here_maps
2053,Anna's To Go,Restaurant,,Reichsstraße 89 Westend 14052 Berlin,Reichsstraße 89,14052,Westend,"52.51394, 13.26419",52.51394,13.26419,Mon-Fri: 08:00 - 17:00,here_maps
2054,La Victoria,Restaurant,european,Reichsstraße 3 Westend 14052 Berlin,Reichsstraße 3,14052,Westend,"52.51078, 13.2706",52.51078,13.2706,,here_maps
2055,Pizza Pasta da Matteo,Restaurant,italian,Spandauer Damm 170 Westend 14050 Berlin,Spandauer Damm 170,14050,Westend,"52.52057, 13.26753",52.52057,13.26753,,here_maps
2056,Hofgarten,Restaurant,european,KarlMarxStraße 150 Großziethen 12529 Schönefeld,KarlMarxStraße 150,12529,Großziethen,"52.39542, 13.44284",52.39542,13.44284,,here_maps
2057,Inh Esthea Wo,Restaurant,,An der Feldmark 8 Großziethen 12529 Schönefeld,An der Feldmark 8,12529,Großziethen,"52.40129, 13.45589",52.40129,13.45589,,here_maps
2058,Medoc,Restaurant,european,KarlMarxStraße 133 Großziethen 12529 Schönefeld,KarlMarxStraße 133,12529,Großziethen,"52.39903, 13.44158",52.39903,13.44158,Tue-Sat: 09:00 - 12:00 Sun: 09:00 - 18:00,here_maps
2059,Edelweiß,Restaurant,european,KarlMarxStraße 122 Großziethen 12529 Schönefeld,KarlMarxStraße 122,12529,Großziethen,"52.39876, 13.44213",52.39876,13.44213,,here_maps
2060,Center Grill,Restaurant,middle eastern,KarlMarxStraße 117 Großziethen 12529 Schönefeld,KarlMarxStraße 117,12529,Großziethen,"52.40097, 13.44064",52.40097,13.44064,,here_maps
2061,Haus Belger - Hotel Restaurant Biergarten,Restaurant,european,KarlMarxStraße 122 Großziethen 12529 Schönefeld,KarlMarxStraße 122,12529,Großziethen,"52.39876, 13.44213",52.39876,13.44213,Mon-Sun: 08:00 - 22:00,here_maps
2062,Trattoria Aversa,Restaurant,mediterranean,KarlMarxStraße 133 Großziethen 12529 Schönefeld,KarlMarxStraße 133,12529,Großziethen,"52.39903, 13.44158",52.39903,13.44158,,here_maps
2063,Loni's Gartengrill,Restaurant,bars,Rudower Allee 21 12529 Schönefeld,Rudower Allee,12529,21,"52.4025, 13.46008",52.4025,13.46008,,here_maps
2064,Noel's Bar,Restaurant,breakfast/dessert,KarlMarxStraße 131A Großziethen 12529 Schönefeld,KarlMarxStraße 131A,12529,Großziethen,"52.39941, 13.44137",52.39941,13.44137,Mon-Sun: 00:00 - 24:00,here_maps
2065,Dieters Stimmungstheke & Herz As Catering,Dance or Nightclub,,Querweg 12529 Schönefeld,,,,"52.40503, 13.44299",52.40503,13.44299,,here_maps
2066,Inh. Esthea Wolf,Restaurant,,Am Schulzenpfuhl 1 Großziethen 12529 Schönefeld,Am Schulzenpfuhl 1,12529,Großziethen,"52.40753, 13.44127",52.40753,13.44127,,here_maps
2067,Zum Ponyhof,Restaurant,european,Lichtenrader Chaussee 13 12529 Schönefeld,Lichtenrader Chaussee,12529,13,"52.39535, 13.42774",52.39535,13.42774,Wed-Sun: 12:00 - 22:00,here_maps
2068,Tomasa Landhaus,Restaurant,breakfast/dessert,Waidmannsluster Damm 77 Tegel 13509 Berlin,Waidmannsluster Damm 77,13509,Tegel,"52.60055, 13.30288",52.60055,13.30288,Mon: 08:00 - 23:59 Tue-Sun: 09:00 - 23:59,here_maps
2069,Kimiko Berlin,Restaurant,asian,Kurfürstenstraße 77 Hermsdorf 13467 Berlin,Kurfürstenstraße 77,13467,Hermsdorf,"52.60848, 13.29394",52.60848,13.29394,,here_maps
2070,Do PI sa,Snacks/Fast food,fastfood,Waidmannsluster Damm 68 Tegel 13509 Berlin,Waidmannsluster Damm 68,13509,Tegel,"52.59957, 13.30163",52.59957,13.30163,Mon-Fri: 11:00 - 21:30 Sat: 12:00 - 21:30,here_maps
2071,Kalles Späti,Restaurant,european,Fichtestraße 20 Hermsdorf 13467 Berlin,Fichtestraße 20,13467,Hermsdorf,"52.61379, 13.30591",52.61379,13.30591,,here_maps
2072,Imbiss Schmeckt,Snacks/Fast food,fastfood,Waidmannsluster Damm 50 Tegel 13509 Berlin,Waidmannsluster Damm 50,13509,Tegel,"52.59801, 13.29804",52.59801,13.29804,,here_maps
2073,Tornero,Restaurant,,Waidmannsluster Damm 36 Tegel 13509 Berlin,Waidmannsluster Damm 36,13509,Tegel,"52.59706, 13.29605",52.59706,13.29605,Mon-Sun: 12:00 - 23:59,here_maps
2074,Pizzeria Ti Amo,Restaurant,italian,Waidmannsluster Damm 66 Tegel 13509 Berlin,Waidmannsluster Damm 66,13509,Tegel,"52.59929, 13.30098",52.59929,13.30098,,here_maps
2075,Flamingo,Food & Drink,,Fellbacher Platz 28 Hermsdorf 13467 Berlin,Fellbacher Platz 28,13467,Hermsdorf,"52.61598, 13.30705",52.61598,13.30705,"Mon-Thu: 13:00 - 19:00 Fri, Sat: 11:00 - 19:00 Sun: 11:00 - 18:00",here_maps
2076,Stampedo,Restaurant,steak,Waidmannsluster Damm 176 Waidmannslust 13469 Berlin,Waidmannsluster Damm 176,13469,Waidmannslust,"52.60652, 13.31925",52.60652,13.31925,"Mon-Fri: 15:30 - 23:00 Sat, Sun: 11:30 - 23:00",here_maps
2077,Pascha,Snacks/Fast food,italian,Berliner Straße 145 Hermsdorf 13467 Berlin,Berliner Straße 145,13467,Hermsdorf,"52.61227, 13.31591",52.61227,13.31591,,here_maps
2078,Hommous & Khobez Traditional and Authentic Lebanese Food,Food & Drink,middle eastern,JeanJaurèsStraße 21 Wittenau 13469 Berlin,JeanJaurèsStraße 21,13469,Wittenau,"52.60465, 13.32153",52.60465,13.32153,,here_maps
2079,Shin Shin,Restaurant,asian,Berliner Straße 145 Hermsdorf 13467 Berlin,Berliner Straße 145,13467,Hermsdorf,"52.61227, 13.31591",52.61227,13.31591,,here_maps
2080,Ristorante Caruso,Restaurant,mediterranean,Oraniendamm 30 Waidmannslust 13469 Berlin,Oraniendamm 30,13469,Waidmannslust,"52.61184, 13.31789",52.61184,13.31789,"Mon-Fri: 16:00 - 23:59 Sat, Sun: 12:00 - 23:59",here_maps
2081,Kaimen,Restaurant,,Fellbacher Straße 3 Hermsdorf 13467 Berlin,Fellbacher Straße 3,13467,Hermsdorf,"52.61643, 13.30687",52.61643,13.30687,"Mon-Thu: 16:00 - 12:00, 16:00 - 12:00 Fri, Sat: 16:00 - 14:00, 16:00 - 14:00 Sun: 16:00 - 23:59",here_maps
2082,China Garden,Restaurant,asian,Hermsdorfer Damm 134 Hermsdorf 13467 Berlin,Hermsdorfer Damm 134,13467,Hermsdorf,"52.61474, 13.29983",52.61474,13.29983,Tue-Sun: 12:00 - 22:00,here_maps
2083,Anna E Angelo,Restaurant,european,Heinsestraße 35 Hermsdorf 13467 Berlin,Heinsestraße 35,13467,Hermsdorf,"52.61723, 13.30625",52.61723,13.30625,"Mon-Fri: 08:30 - 20:00 Sat, Sun: 09:00 - 18:00",here_maps
2084,China Restaurant Schatzkammer,Restaurant,,Heinsestraße 42 Hermsdorf 13467 Berlin,Heinsestraße 42,13467,Hermsdorf,"52.61827, 13.30613",52.61827,13.30613,Mon-Sun: 12:00 - 23:59,here_maps
2085,Pocoloco,Restaurant,mexican,Hermsdorfer Damm 133 Hermsdorf 13467 Berlin,Hermsdorfer Damm 133,13467,Hermsdorf,"52.61496, 13.29947",52.61496,13.29947,"Mon-Thu, Sun: 12:00 - 00:00 Fri, Sat: 12:00 - 01:00",here_maps
2086,Restorant Prikazkite -Märchen Restaurant,Restaurant,european,Hermsdorfer Damm 133 Hermsdorf 13467 Berlin,Hermsdorfer Damm 133,13467,Hermsdorf,"52.61496, 13.29947",52.61496,13.29947,Mon-Thu: 15:00 - 00:00 Fri: 15:00 - 02:00 Sat: 14:00 - 02:00 Sun: 11:00 - 00:00,here_maps
2087,Kleen's,Restaurant,,TileBrüggeWeg 25 Tegel 13509 Berlin,TileBrüggeWeg 25,13509,Tegel,"52.59156, 13.29139",52.59156,13.29139,Mon-Thu: 17:00 - 12:00 Fri: 17:00 - 23:59,here_maps
2088,Marian's Imbiss,Restaurant,european,Waidmannsluster Damm 18 Tegel 13509 Berlin,Waidmannsluster Damm 18,13509,Tegel,"52.595649, 13.290217",52.595649,13.290217,,here_maps
2089,Pizza Max,Snacks/Fast food,italian,Berliner Straße 137 Hermsdorf 13467 Berlin,Berliner Straße 137,13467,Hermsdorf,"52.61396, 13.31606",52.61396,13.31606,Mon-Sun: 11:00 - 23:00,here_maps
2090,Ristorante San Giorgio,Restaurant,italian,Waidmannsluster Damm 168 Waidmannslust 13469 Berlin,Waidmannsluster Damm 168,13469,Waidmannslust,"52.60622, 13.31805",52.60622,13.31805,"Mon-Fri: 16:00 - 23:00 Sat, Sun: 12:00 - 23:00",here_maps
2091,Raj Restaurant,Restaurant,asian,Dorfstraße 36 16356 Ahrensfelde,Dorfstraße,16356,36,"52.57678, 13.58269",52.57678,13.58269,Mon-Sun: 12:00 - 22:00,here_maps
2092,Restaurante Aroma,Restaurant,asian,Dorfstraße 36 16356 Ahrensfelde,Dorfstraße,16356,36,"52.57678, 13.58269",52.57678,13.58269,,here_maps
2093,Call A Pizza,Snacks/Fast food,italian,Dorfstraße 17 16356 Ahrensfelde,Dorfstraße,16356,17,"52.57475, 13.57354",52.57475,13.57354,Mon-Sun: 11:00 - 23:00,here_maps
2094,Landgasthaus Eiche,Restaurant,european,Eichner Dorfstraße 40 Eiche 16356 Ahrensfelde,Eichner Dorfstraße 40,16356,Eiche,"52.56347, 13.58941",52.56347,13.58941,"Tue, Wed, Fri, Sat: 11:30 - 22:00 Thu: 11:30 - 15:00, 16:00 - 22:00 Sun: 11:00 - 17:00",here_maps
2095,Mehrower Hof,Restaurant,european,Mehrower Dorfstraße 9 Mehrow 16356 Ahrensfelde,Mehrower Dorfstraße 9,16356,Mehrow,"52.57027, 13.61609",52.57027,13.61609,,here_maps
2096,Zum Brandenburger,Restaurant,european,Dorfstraße 18 16356 Ahrensfelde,Dorfstraße,16356,18,"52.57479, 13.57474",52.57479,13.57474,,here_maps
2097,Cafe Lehmsofa,Restaurant,european,Dorfstraße 4 Falkenberg 13057 Berlin,Dorfstraße 4,13057,Falkenberg,"52.57011, 13.53692",52.57011,13.53692,"Thu, Fri: 12:00 - 18:00 Sat, Sun: 12:00 - 19:00",here_maps
2098,Pizza Piccante,Restaurant,italian,Dorfstraße 10 Falkenberg 13057 Berlin,Dorfstraße 10,13057,Falkenberg,"52.56931, 13.53908",52.56931,13.53908,,here_maps
