Coordinates,Name,Type,Address,Cuisine_1,Cuisine_2,Opening Hours,Street,Bezirk,PLZ
"[52.54734, 13.20133]","Toleranz Café, Bistro und Imbiss",Restaurant,Schönwalder Straße 93 Spandau 13585 Berlin,Middle Eastern,,,Schönwalder Straße 93,Spandau,13585.0
"[52.54449, 13.2043]",Omonia Treff,Restaurant,Schönwalder Straße 111 Spandau 13585 Berlin,German,European,"Mon-Fri: 15:00 - 23:00 Sat, Sun: 12:00 - 23:59",Schönwalder Straße 111,Spandau,13585.0
"[52.546039, 13.191636]",Falken Backerei & Cafe,Restaurant,Falkenseer Chaussee 279 Spandau 13583 Berlin,German,,,Falkenseer Chaussee 279,Spandau,13583.0
"[52.54201, 13.20265]",Pizza Max,Eat & Drink,Achenbachstraße 11 Spandau 13585 Berlin,Pizza,Italian,"Mon-Thu, Sun: 11:00 - 23:00 Fri, Sat: 11:00 - 23:30",Achenbachstraße 11,Spandau,13585.0
"[52.54571, 13.20085]",La Perla,Eat & Drink,Falkenhagener Straße 53 Spandau 13585 Berlin,Italian,,Mon-Sun: 11:00 - 23:00,Falkenhagener Straße 53,Spandau,13585.0
"[52.54435, 13.20397]",Pescara,Restaurant,Falkenhagener Straße 1 Spandau 13585 Berlin,Pizza,Italian,Mon-Sun: 12:00 - 24:00:00,Falkenhagener Straße 1,Spandau,13585.0
"[52.54739, 13.19682]",Il Vagabondo,Restaurant,Falkenhagener Straße 38 Spandau 13585 Berlin,Pizza,Italian,"Mon-Fri: 16:00 - 23:59 Sat, Sun: 12:00 - 23:59",Falkenhagener Straße 38,Spandau,13585.0
"[52.54513, 13.19967]",Tek Liman,Restaurant,Blumenstraße 2 Spandau 13585 Berlin,Turkish,Seafood,,Blumenstraße 2,Spandau,13585.0
"[52.54199, 13.20551]",Grillstation Conti,Restaurant,Neuendorfer Straße 105 Spandau 13585 Berlin,Turkish,Middle Eastern,"Mon-Thu: 08:00 - 02:00 Fri, Sat: 08:00 - 16:00 Sun: 08:00 - 23:59",Neuendorfer Straße 105,Spandau,13585.0
"[52.54571, 13.20085]",Futu Sushi,Restaurant,Falkenhagener Straße 53 Spandau 13585 Berlin,Asian,Japanese - Sushi,"Mon-Fri: 12:00 - 21:45 Sat, Sun: 15:00 - 22:00",Falkenhagener Straße 53,Spandau,13585.0
"[52.54047, 13.21226]",Zitadellen Schänke,Restaurant,Am Juliusturm 64 Haselhorst 13599 Berlin,German,International,Mon-Fri: 16:00 - 12:00 Sat: 11:00 - 12:00 Sun: 10:00 - 18:00,Am Juliusturm 64,Haselhorst,13599.0
"[52.53764, 13.18643]",The Pizza Club,Restaurant,Seegefelder Straße 75 Spandau 13583 Berlin,Mediterranean,Pizza,"Tue-Thu: 15:00 - 22:00 Fri: 15:00 - 23:00 Sat, Sun: 14:00 - 23:00",Seegefelder Straße 75,Spandau,13583.0
"[52.53812, 13.2024]",The Orient House,Restaurant,Moritzstraße 5 Spandau 13597 Berlin,Lebanese,Mediterranean,,Moritzstraße 5,Spandau,13597.0
"[52.53705, 13.20226]",Lebuffet,Restaurant,Charlottenstraße Spandau 13597 Berlin,Asian,International,Mon-Fri: 09:30 - 20:00 Sat: 09:30 - 18:00,Charlottenstraße,Spandau,13597.0
"[52.5379, 13.20669]",Sy Restaurant,Restaurant,Breite Straße 33 Spandau 13597 Berlin,Asian,Japanese - Sushi,"Mon-Thu: 11:00 - 22:00 Fri, Sat: 11:00 - 23:00 Sun: 12:00 - 22:00",Breite Straße 33,Spandau,13597.0
"[52.53722, 13.20228]",Charlotte,Restaurant,Charlottenstraße 14A Spandau 13597 Berlin,,,"Mon-Thu: 09:00 - 01:00, 09:00 - 01:00, 09:00 - 01:00, 09:00 - 01:00, 11:30 - 22:00 Fri: 09:00 - 03:00, 09:00 - 03:00, 09:00 - 03:00, 09:00 - 03:00, 11:30 - 22:00 Sat: 09:00 - 03:00, 09:00 - 03:00, 09:00 - 03:00, 09:00 - 03:00, 12:00 - 22:00 Sun: 09:00 - 01:00, 09:00 - 01:00, 09:00 - 01:00, 09:00 - 01:00, 12:00 - 22:00",Charlottenstraße 14A,Spandau,13597.0
"[52.53746, 13.18725]",Ozge Grill,Snacks/Fast food,Seegefelder Straße 69 Spandau 13583 Berlin,Turkish,Middle Eastern,,Seegefelder Straße 69,Spandau,13583.0
"[52.53991, 13.20597]",TeeKult Berlin,Shop,Hoher Steinweg 7 Spandau 13597 Berlin,German,,"Thu, Fri: 12:00 - 15:00",Hoher Steinweg 7,Spandau,13597.0
"[52.53695, 13.20182]",Cafe Lutetia,Coffee/Tea,Jüdenstraße 10 Spandau 13597 Berlin,German,European,"Mon: 00:00 - 00:00, 09:00 - 23:00 Tue-Sun: 08:00 - 23:00",Jüdenstraße 10,Spandau,13597.0
"[52.53807, 13.18565]",Steakhouse Plancha,Restaurant,Seegefelder Straße 82 Spandau 13583 Berlin,,,Mon-Sun: 11:30 - 23:59,Seegefelder Straße 82,Spandau,13583.0
"[52.53822, 13.20443]",Satt und Selig,Restaurant,CarlSchurzStraße 47 Spandau 13597 Berlin,,,Mon-Sun: 09:00 - 23:00,CarlSchurzStraße 47,Spandau,13597.0
"[52.53805, 13.20685]",Millefiori,Restaurant,Breite Straße 35 Spandau 13597 Berlin,Pizza,Brunch,Mon-Sun: 09:00 - 22:00,Breite Straße 35,Spandau,13597.0
"[52.53792, 13.20239]",Yummy,Restaurant,Moritzstraße Spandau 13597 Berlin,Asian,Japanese,Mon-Sat: 11:00 - 22:00,Moritzstraße,Spandau,13597.0
"[52.53859, 13.20611]",Fadice Bar,Bar/Pub,Havelstraße 18 Spandau 13597 Berlin,,,,Havelstraße 18,Spandau,13597.0
"[52.53783, 13.2032]",Gaststätte Spandauer Bock,Restaurant,Moritzstraße 2 Spandau 13597 Berlin,Brewpub,,,Moritzstraße 2,Spandau,13597.0
"[52.53656, 13.19144]",Dalmacija-Grill,Restaurant,Seegefelder Straße 42 Spandau 13583 Berlin,International,Grill,Mon-Sun: 11:00 - 23:00,Seegefelder Straße 42,Spandau,13583.0
"[52.53868, 13.20724]",Natureis,Coffee/Tea,Breite Straße 37 Spandau 13597 Berlin,Ice cream,,,Breite Straße 37,Spandau,13597.0
"[52.53805, 13.20685]",Soy,Restaurant,Breite Straße Spandau 13597 Berlin,Asian,Japanese - Sushi,,Breite Straße,Spandau,13597.0
"[52.53645, 13.20417]",Fisch Frank,Restaurant,Charlottenstraße 7 Spandau 13597 Berlin,Seafood,International,Mon-Sat: 11:00 - 20:00 Sun: 00:00 - 00:00,Charlottenstraße 7,Spandau,13597.0
"[52.54622, 13.19048]",Sultan Sofrasi,Restaurant,Falkenseer Chaussee 277 Falkenhagener Feld 13583 Berlin,American,Middle Eastern,Mon-Sun: 23:59 - 23:59,Falkenseer Chaussee 277 Falkenhagener,Feld,13583.0
"[52.53827, 13.20316]",Restaurant 28 Spandau Berlin,Restaurant,Jüdenstraße 28 Spandau 13597 Berlin,German,,Tue-Sun: 12:00 - 22:00,Jüdenstraße 28,Spandau,13597.0
"[52.54762, 13.18521]",Falken-Eck,Bar/Pub,Falkenseer Chaussee 30 Falkenhagener Feld 13583 Berlin,,,,Falkenseer Chaussee 30 Falkenhagener,Feld,13583.0
"[52.53657, 13.18998]",Zur Spitze,Restaurant,Seegefelder Straße 47 Spandau 13583 Berlin,,,,Seegefelder Straße 47,Spandau,13583.0
"[52.53812, 13.2024]",Döner 99,Restaurant,Moritzstraße 5 Spandau 13597 Berlin,Turkish,Middle Eastern,,Moritzstraße 5,Spandau,13597.0
"[52.53676, 13.20239]",MR.Croissant Spandau,Restaurant,CarlSchurzStraße 27 Spandau 13597 Berlin,Crêperie,,Mon-Sat: 07:00 - 22:00 Sun: 08:00 - 22:00,CarlSchurzStraße 27,Spandau,13597.0
"[52.55164, 13.18443]",Dioklecijan Split,Restaurant,Pionierstraße 51 Falkenhagener Feld 13589 Berlin,International,German,Mon-Sun: 11:30 - 23:00,Pionierstraße 51 Falkenhagener,Feld,13589.0
"[52.53773, 13.20227]",Pho & More,Restaurant,Jüdenstraße 17 Spandau 13597 Berlin,,,Tue-Sat: 12:00 - 21:00 Sun: 14:00 - 21:00,Jüdenstraße 17,Spandau,13597.0
"[52.53716, 13.20346]",Holsteiner Raucherkate,Food & Drink,CarlSchurzStraße 36 Spandau 13597 Berlin,German,,Mon-Fri: 08:30 - 19:00 Sat: 08:30 - 16:00,CarlSchurzStraße 36,Spandau,13597.0
"[52.53735, 13.20317]",Eli Eis Eismanufaktur,Restaurant,CarlSchurzStraße 35 Spandau 13597 Berlin,Italian,,,CarlSchurzStraße 35,Spandau,13597.0
"[52.5397, 13.20601]",Restaurant/Bar Meilenstein,Restaurant,Am Juliusturm 104 Spandau 13597 Berlin,,,"Mon-Thu: 09:00 - 01:00, 09:00 - 01:00 Fri, Sat: 09:00 - 02:00, 09:00 - 02:00 Sun: 10:00 - 01:00, 10:00 - 01:00",Am Juliusturm 104,Spandau,13597.0
"[52.53819, 13.20225]",Restaurant Alt-Spandau,Restaurant,Moritzstraße 7 Spandau 13597 Berlin,German,,"Mon-Thu, Sun: 11:30 - 22:00 Fri, Sat: 11:30 - 22:30",Moritzstraße 7,Spandau,13597.0
"[52.53835, 13.20723]",Macao,Restaurant,Breite Straße 37 Spandau 13597 Berlin,Chinese - Cantonese,Asian,Mon-Sun: 12:00 - 22:00,Breite Straße 37,Spandau,13597.0
"[52.538625, 13.206035]",Mila,Restaurant,Am Juliusturm 17 Spandau 13597 Berlin,International,Balkan,Mon-Sun: 11:30 - 23:59,Am Juliusturm 17,Spandau,13597.0
"[52.53983, 13.20654]",Weinstuben am Kolk,Restaurant,Hoher Steinweg 5 Spandau 13597 Berlin,Mediterranean,Italian,Tue-Sun: 12:00 - 00:00,Hoher Steinweg 5,Spandau,13597.0
"[52.53749, 13.20341]",BURGER KING,Restaurant,CarlSchurzStraße 37 Spandau 13597 Berlin,,,"Mon-Thu: 09:00 - 23:00 Fri, Sat: 09:00 - 23:59 Sun: 11:00 - 23:00",CarlSchurzStraße 37,Spandau,13597.0
"[52.53804, 13.20295]",Waffelzimmer Spandau,Restaurant,Jüdenstraße Spandau 13597 Berlin,,,Mon-Sun: 12:00 - 23:00,Jüdenstraße,Spandau,13597.0
"[52.53827, 13.20316]",Little Roti,Restaurant,Jüdenstraße 28 Spandau 13597 Berlin,Asian,Indian,"Mon-Thu: 12:00 - 20:00 Fri, Sat: 11:00 - 22:00 Sun: 11:00 - 20:00",Jüdenstraße 28,Spandau,13597.0
"[52.53801, 13.20213]",Zaim Falafel,Restaurant,Moritzstraße 18 Spandau 13597 Berlin,Lebanese,Middle Eastern,,Moritzstraße 18,Spandau,13597.0
"[52.53661, 13.20522]",Huyen Quang,Restaurant,Breite Straße 20 Spandau 13597 Berlin,Asian,Japanese - Sushi,Mon-Sat: 11:30 - 21:30 Sun: 13:00 - 21:00,Breite Straße 20,Spandau,13597.0
"[52.53661, 13.20473]",La Bottega,Restaurant,Breite Straße 56 Spandau 13597 Berlin,Mediterranean,Pizza,Mon-Sun: 09:00 - 23:59,Breite Straße 56,Spandau,13597.0
"[52.53873, 13.20478]",Trattoria Risposo,Restaurant,CarlSchurzStraße 53 Spandau 13597 Berlin,Pizza,Italian,"Mon, Tue, Thu, Sat, Sun: 12:00 - 23:00 Fri: 16:00 - 23:00",CarlSchurzStraße 53,Spandau,13597.0
"[52.53735, 13.18775]",Minaki Sushi&Asia Food,Restaurant,Seegefelder Straße 65 Spandau 13583 Berlin,Asian,Japanese - Sushi,,Seegefelder Straße 65,Spandau,13583.0
"[52.53851, 13.20271]",Victoria Celtic Pub,Bar/Pub,Ritterstraße 9 Spandau 13597 Berlin,,,"Mon, Fri, Sat: 16:00 - 18:00 Tue-Thu: 16:00 - 23:00 Sun: 16:00 - 22:00",Ritterstraße 9,Spandau,13597.0
"[52.53799, 13.20505]",Altstadt Cafe,Restaurant,Reformationsplatz 3 Spandau 13597 Berlin,,,Mon-Sat: 09:00 - 19:00 Sun: 10:00 - 19:00,Reformationsplatz 3,Spandau,13597.0
"[52.53884, 13.19968]",Grillhaus Anatolien,Restaurant,Moritzstraße 11 Spandau 13597 Berlin,Turkish,Middle Eastern,Mon-Sun: 09:00 - 14:00,Moritzstraße 11,Spandau,13597.0
"[52.53808, 13.20651]",Pizzeria Isola Verde,Restaurant,Breite Straße 46 Spandau 13597 Berlin,Pizza,Italian,Mon-Sun: 11:00 - 23:00,Breite Straße 46,Spandau,13597.0
"[52.53793, 13.20293]",Prima Luna,Restaurant,Moritzstraße 3 Spandau 13597 Berlin,Pizza,Italian,Mon-Sun: 09:00 - 21:45,Moritzstraße 3,Spandau,13597.0
"[52.53896, 13.20605]",My Ha,Restaurant,Havelstraße 12 Spandau 13597 Berlin,Asian,Japanese - Sushi,"Mon-Thu: 11:30 - 21:30 Fri, Sat: 11:30 - 22:00 Sun: 12:30 - 21:30",Havelstraße 12,Spandau,13597.0
"[52.53896, 13.20605]",Mephisto,Restaurant,Havelstraße 12 Spandau 13597 Berlin,,,Mon-Sun: 19:00 - 02:00,Havelstraße 12,Spandau,13597.0
"[52.53876, 13.20556]",Sankt Nikolai Café,Restaurant,Reformationsplatz 12 Spandau 13597 Berlin,German,,,Reformationsplatz 12,Spandau,13597.0
"[52.53773, 13.20227]",Pizza Hot & Fresh,Restaurant,Jüdenstraße 17 Spandau 13597 Berlin,American,Hot Dogs,"Mon, Wed-Sun: 11:00 - 23:00 Tue: 11:00 - 23:00, 23:59 - 23:59",Jüdenstraße 17,Spandau,13597.0
"[52.53873, 13.20478]",Ruspina II,Restaurant,CarlSchurzStraße 53 Spandau 13597 Berlin,Mediterranean,Pizza,Mon-Sun: 11:00 - 00:00,CarlSchurzStraße 53,Spandau,13597.0
"[52.53691, 13.18914]",Die Leckerei,Restaurant,Seegefelder Straße 55 Spandau 13583 Berlin,Turkish,German,,Seegefelder Straße 55,Spandau,13583.0
"[52.55034, 13.18506]",Gut und Böse Café,Restaurant,Zeppelinstraße 7 Falkenhagener Feld 13583 Berlin,,,,Zeppelinstraße 7 Falkenhagener,Feld,13583.0
"[52.53603, 13.20441]",Altstadt Spandau la Buggatta,Restaurant,Breite Straße Spandau 13597 Berlin,Pizza,,,Breite Straße,Spandau,13597.0
"[52.53661, 13.20522]",Phuong Dong,Restaurant,Breite Straße 20 Spandau 13597 Berlin,Asian,Thai,Mon-Sat: 11:00 - 22:00 Sun: 12:00 - 22:00,Breite Straße 20,Spandau,13597.0
"[52.53887, 13.20615]",Diyar Simit Evi,Restaurant,Havelstraße 810 Spandau 13597 Berlin,Turkish,Middle Eastern,Mon-Sun: 07:45 - 21:00,Havelstraße 810,Spandau,13597.0
"[52.53854, 13.20682]",Hasır Spandau,Restaurant,Am Juliusturm Spandau 13597 Berlin,Turkish,German,Mon-Sun: 10:00 - 00:00,Am Juliusturm,Spandau,13597.0
"[52.5386, 13.20657]",Trattoria Battista,Restaurant,Havelstraße 4 Spandau 13597 Berlin,Pizza,Italian,Mon-Wed: 12:00 - 22:00 Thu-Sat: 12:00 - 23:00 Sun: 13:00 - 22:00,Havelstraße 4,Spandau,13597.0
"[52.53799, 13.20505]",Altstadtcafe Spandau,Coffee/Tea,Reformationsplatz 3 Spandau 13597 Berlin,,,Mon-Sat: 09:00 - 19:00 Sun: 10:00 - 19:00,Reformationsplatz 3,Spandau,13597.0
"[52.53819, 13.20309]",Kaffee 26,Coffee/Tea,Jüdenstraße 26 Spandau 13597 Berlin,,,Mon-Fri: 10:00 - 18:30 Sat: 10:00 - 18:00,Jüdenstraße 26,Spandau,13597.0
"[52.53913, 13.20576]",Beverly Hills Café,Restaurant,Havelstraße 14 Spandau 13597 Berlin,Brunch,International,Mon-Sun: 10:00 - 20:00,Havelstraße 14,Spandau,13597.0
"[52.538577, 13.206705]",Cubi,Restaurant,Havelstraße 3 Spandau 13597 Berlin,,,"Mon-Fri: 11:30 - 21:45 Sat, Sun: 13:00 - 21:45",Havelstraße 3,Spandau,13597.0
"[52.53701, 13.20322]",Mangal 24,Restaurant,CarlSchurzStraße 30 Spandau 13597 Berlin,,,Mon-Fri: 11:00 - 23:00 Sat: 11:00 - 24:00:00 Sun: 12:00 - 23:00,CarlSchurzStraße 30,Spandau,13597.0
"[52.53764, 13.18643]",Pizza Piccolo Mondo Berlin,Restaurant,Seegefelder Straße 75 Spandau 13583 Berlin,Pizza,Sandwiches,Mon-Sun: 11:00 - 22:45,Seegefelder Straße 75,Spandau,13583.0
"[52.53735, 13.18775]",Hai´S Hanoi Bistro,Restaurant,Seegefelder Straße 65 Spandau 13583 Berlin,Asian,,Mon-Sat: 11:00 - 22:00 Sun: 16:00 - 22:00,Seegefelder Straße 65,Spandau,13583.0
"[52.53735, 13.18775]",Fa. Fam,Restaurant,Seegefelder Straße 65 Spandau 13583 Berlin,Asian,Japanese - Sushi,Mon-Fri: 11:00 - 21:00 Sun: 15:00 - 21:00,Seegefelder Straße 65,Spandau,13583.0
"[52.53783, 13.2032]",Ye-Mc,Restaurant,Moritzstraße 2 Spandau 13597 Berlin,Middle Eastern,,,Moritzstraße 2,Spandau,13597.0
"[52.53933, 13.20523]",Ts Homemade Burger,Snacks/Fast food,CarlSchurzStraße 61 Spandau 13597 Berlin,Burgers,,Mon-Sun: 11:00 - 22:00,CarlSchurzStraße 61,Spandau,13597.0
"[52.54272, 13.5424]",SUBWAY,Restaurant,Marzahner Promenade 1 Marzahn 12679 Berlin,Sandwiches,,"Tue-Thu, Sat: 08:30 - 20:15 Fri: 08:30 - 21:15",Marzahner Promenade 1,Marzahn,12679.0
"[52.54356, 13.54238]",Nordsee,Restaurant,Märkische Allee Marzahn 12679 Berlin,Seafood,,Mon-Fri: 10:00 - 20:00 Sat: 10:00 - 21:00,Märkische Allee,Marzahn,12679.0
"[52.54356, 13.54238]",Eiscafe Promenade,Restaurant,B158 1a Marzahn 12681 Berlin,Ice cream,Italian,Mon-Sat: 10:00 - 20:00 Sun: 00:00 - 00:00,B158 1a,Marzahn,12681.0
"[52.544101, 13.546136]",Eiscafe Promenade,Restaurant,Märkische Allee Marzahn 12679 Berlin,,,,Märkische Allee,Marzahn,12679.0
"[52.54835, 13.54777]",Syrtaki,Restaurant,Märkische Allee 210 Marzahn 12679 Berlin,Greek,European,"Mon-Fri: 11:30 - 14:30 Sat, Sun: 11:30 - 23:59",Märkische Allee 210,Marzahn,12679.0
"[52.54289, 13.54383]",Cocos,Restaurant,Marzahner Promenade Marzahn 12679 Berlin,Asian,Japanese - Sushi,"Mon-Thu: 10:00 - 20:00 Fri, Sat: 10:00 - 21:00",Marzahner Promenade,Marzahn,12679.0
"[52.54212, 13.5439]",Diego’S Damn Near Delicious Diner,Restaurant,Marzahner Promenade Marzahn 12679 Berlin,,,,Marzahner Promenade,Marzahn,12679.0
"[52.5404, 13.54672]",Ollis Späti,Restaurant,BrunoBaumStraße 25 Marzahn 12685 Berlin,,,,BrunoBaumStraße 25,Marzahn,12685.0
"[52.54329, 13.54351]",Haiky,Restaurant,Marzahner Promenade 1A Marzahn 12679 Berlin,,,,Marzahner Promenade 1A,Marzahn,12679.0
"[52.54329, 13.54351]",Cafè Fuffzn,Restaurant,Marzahner Promenade 1A Marzahn 12679 Berlin,,,Mon-Sat: 08:00 - 20:00,Marzahner Promenade 1A,Marzahn,12679.0
"[52.543374, 13.547566]",Grillo Imbiss,Restaurant,Marzahner Promenade Marzahn 12679 Berlin,,,,Marzahner Promenade,Marzahn,12679.0
"[52.54363, 13.54328]",Bok and Cocos Marzahn,Restaurant,Märkische Allee Marzahn 12681 Berlin,,,,Märkische Allee,Marzahn,12681.0
"[52.54329, 13.54351]",Ciao Bella Eastgate,Restaurant,Marzahner Promenade 1A Marzahn 12679 Berlin,Pizza,Italian,"Mon-Thu: 10:00 - 20:00 Fri, Sat: 10:00 - 21:00",Marzahner Promenade 1A,Marzahn,12679.0
"[52.54276, 13.54422]",Immergrün,Restaurant,Marzahner Promenade Marzahn 12679 Berlin,Sandwiches,Natural/Healthy,Mon-Sat: 10:00 - 20:00,Marzahner Promenade,Marzahn,12679.0
"[52.54545, 13.55308]",Van Lang Restaurant,Restaurant,Marzahner Promenade 42 Marzahn 12679 Berlin,Asian,Japanese - Sushi,"Mon, Wed, Thu: 11:00 - 22:00 Fri-Sun: 11:00 - 22:30",Marzahner Promenade 42,Marzahn,12679.0
"[52.54492, 13.54955]",La Gondola Eiscafé,Food & Drink,Marzahner Promenade 31 Marzahn 12679 Berlin,Ice cream,,Mon-Sun: 10:00 - 19:00,Marzahner Promenade 31,Marzahn,12679.0
"[52.54272, 13.5424]",BURGER KING,Snacks/Fast food,Marzahner Promenade 1 Marzahn 12679 Berlin,Burgers,Hot Dogs,Mon-Sat: 09:00 - 23:00 Sun: 10:00 - 23:00,Marzahner Promenade 1,Marzahn,12679.0
"[52.54329, 13.54351]",Mumbai,Restaurant,Marzahner Promenade 1A Marzahn 12679 Berlin,Asian,Indian,Mon-Sat: 10:00 - 22:00,Marzahner Promenade 1A,Marzahn,12679.0
"[52.54498, 13.55086]",Esswirtschaft,Restaurant,Marzahner Promenade 36 Marzahn 12679 Berlin,,,,Marzahner Promenade 36,Marzahn,12679.0
"[52.55353, 13.53962]",Natürlich Essen Berlin-Brandenburg,Business/Industry,Bitterfelder Straße 19 Marzahn 12681 Berlin,,,,Bitterfelder Straße 19,Marzahn,12681.0
"[52.54346, 13.56119]",Landhaus Marzahner Krug,Restaurant,AltMarzahn 49 Marzahn 12685 Berlin,Asian,German,Mon-Sun: 11:30 - 12:00,AltMarzahn 49,Marzahn,12685.0
"[52.5458, 13.53717]",Zur Kleinen Pause,Restaurant,Boxberger Straße 4 Marzahn 12681 Berlin,,,Mon-Fri: 06:30 - 14:00,Boxberger Straße 4,Marzahn,12681.0
"[52.53428, 13.55088]",Burgerme,Restaurant,Allee der Kosmonauten 151A Marzahn 12681 Berlin,,,Mon-Sun: 11:00 - 23:00,Allee der Kosmonauten 151A,Marzahn,12681.0
"[52.533962, 13.55088]",BB-Tea For You...,Restaurant,Allee der Kosmonauten Marzahn 12681 Berlin,,,,Allee der Kosmonauten,Marzahn,12681.0
"[52.55611, 13.55849]",Marzano,Restaurant,Mehrower Allee 18 Marzahn 12687 Berlin,Mediterranean,Pizza,Mon-Sun: 11:00 - 00:00,Mehrower Allee 18,Marzahn,12687.0
"[52.53427, 13.55154]",Sushi For You,Eat & Drink,Allee der Kosmonauten 151C Marzahn 12681 Berlin,Asian,Japanese - Sushi,"Mon-Thu, Sun: 11:00 - 23:00 Fri, Sat: 11:00 - 23:30",Allee der Kosmonauten 151C,Marzahn,12681.0
"[52.53545, 13.55643]",Cafe 4 Landen,Restaurant,Vierlandenstraße 43 Marzahn 12685 Berlin,German,,,Vierlandenstraße 43,Marzahn,12685.0
"[52.55524, 13.55992]",Eiskristal,Eat & Drink,LudwigRennStraße 72 Marzahn 12687 Berlin,Turkish,Asian,,LudwigRennStraße 72,Marzahn,12687.0
"[52.53459, 13.56195]",Calypso,Restaurant,Geißenweide 6 Marzahn 12685 Berlin,German,International,Mon-Sat: 12:00 - 23:00 Sun: 12:00 - 18:00,Geißenweide 6,Marzahn,12685.0
"[52.54987, 13.56338]",Akis Cafe und Bar,Going Out,JanPetersenStraße 20 Marzahn 12679 Berlin,,,,JanPetersenStraße 20,Marzahn,12679.0
"[52.53671, 13.56362]",Bistro Castello,Restaurant,Kienbergstraße 21 Marzahn 12685 Berlin,International,,,Kienbergstraße 21,Marzahn,12685.0
"[52.53459, 13.56195]",Kokoro,Restaurant,Geißenweide 6 Marzahn 12685 Berlin,Asian,Vietnamese,Mon-Thu: 16:00 - 22:00 Fri-Sun: 12:00 - 22:30,Geißenweide 6,Marzahn,12685.0
"[52.53428, 13.55088]",Restaurant la Plata,Restaurant,Allee der Kosmonauten 151A Marzahn 12681 Berlin,,,,Allee der Kosmonauten 151A,Marzahn,12681.0
"[52.53437, 13.55261]",Doy Doy,Restaurant,Fichtelbergstraße 5 Marzahn 12685 Berlin,Turkish,Middle Eastern,,Fichtelbergstraße 5,Marzahn,12685.0
"[52.55524, 13.55992]",Restaurant-Automatencasino,Restaurant,LudwigRennStraße 72 Marzahn 12687 Berlin,,,,LudwigRennStraße 72,Marzahn,12687.0
"[52.5345, 13.55131]",Grüne Geiß,Food & Drink,Allee der Kosmonauten 151 Marzahn 12681 Berlin,Ice cream,,Mon-Fri: 07:30 - 19:00 Sat: 08:00 - 14:00,Allee der Kosmonauten 151,Marzahn,12681.0
"[52.54214, 13.56314]",Sakura Garten,Restaurant,AltMarzahn 70 Marzahn 12685 Berlin,Asian,Japanese - Sushi,Mon-Sun: 11:00 - 22:00,AltMarzahn 70,Marzahn,12685.0
"[52.55775, 13.55446]",Happy Burger Marzahn,Snacks/Fast food,Märkische Allee Marzahn 12687 Berlin,Burgers,,,Märkische Allee,Marzahn,12687.0
"[52.53437, 13.55261]",Ari's Diner,Snacks/Fast food,Fichtelbergstraße 5 Marzahn 12685 Berlin,Hot Dogs,,,Fichtelbergstraße 5,Marzahn,12685.0
"[52.53478, 13.55169]",Cafe Krumelkeks,Restaurant,Allee der Kosmonauten 151F Marzahn 12681 Berlin,Ice cream,,Mon-Sun: 09:00 - 19:00,Allee der Kosmonauten 151F,Marzahn,12681.0
"[52.54987, 13.56338]",Café Gorodok - Russische Spezialitäten,Food & Drink,JanPetersenStraße 20 Marzahn 12679 Berlin,Russian,,,JanPetersenStraße 20,Marzahn,12679.0
"[52.575315, 13.293836]",Madi - Zelt der Sinne,"Theatre, Music & Culture",Bernauer Straße Tegel 13507 Berlin,Mediterranean,Middle Eastern,Mon-Fri: 10:00 - 14:00 Sat: 16:00 - 19:00,Bernauer Straße,Tegel,13507.0
"[52.57848, 13.2978]",BURGER KING,Restaurant,Holzhauser Straße Tegel 13509 Berlin,,,Mon-Sat: 09:00 - 23:59 Sun: 10:00 - 01:00,Holzhauser Straße,Tegel,13509.0
"[52.57698, 13.29336]",Dubrovnik,Restaurant,Berliner Straße 54 Tegel 13507 Berlin,Balkan,Grill,Mon-Sun: 11:00 - 23:00,Berliner Straße 54,Tegel,13507.0
"[52.57924, 13.30136]",Kimiko-Sushi.De,Restaurant,Holzhauser Straße 48 Tegel 13509 Berlin,Asian,Japanese - Sushi,"Mon, Wed-Fri: 11:00 - 22:00 Sat: 15:00 - 22:00 Sun: 13:00 - 22:00",Holzhauser Straße 48,Tegel,13509.0
"[52.58365, 13.28643]",Waffelzauber,Coffee/Tea,Am Borsigturm 9 Tegel 13507 Berlin,European,,"Mon-Thu, Sun: 12:00 - 20:00 Fri, Sat: 12:00 - 21:00",Am Borsigturm 9,Tegel,13507.0
"[52.58364, 13.28737]",Borsig-B,Restaurant,Am Borsigturm 1 Tegel 13507 Berlin,,,"Mon, Tue: 09:00 - 22:00 Wed-Sun: 18:00 - 22:00",Am Borsigturm 1,Tegel,13507.0
"[52.56775, 13.31133]",Burgercity Scharnweberstraße,Restaurant,Scharnweberstraße 82 Reinickendorf 13405 Berlin,Burgers,,Mon-Thu: 10:00 - 01:30 Fri: 15:00 - 02:30 Sat: 15:00 - 02:39 Sun: 10:00 - 00:00,Scharnweberstraße 82,Reinickendorf,13405.0
"[52.5807, 13.3024]",Restaurant Aventuras,Restaurant,Holzhauser Straße 59 Wittenau 13509 Berlin,Spanish,Mexican,"Mon-Thu: 11:00 - 23:00 Fri: 11:00 - 00:00, 12:00 - 23:59 Sat: 12:00 - 00:00, 12:00 - 23:59 Sun: 12:00 - 23:00",Holzhauser Straße 59,Wittenau,13509.0
"[52.56798, 13.31258]",Toscana,Restaurant,Scharnweberstraße Reinickendorf 13405 Berlin,Pizza,,,Scharnweberstraße,Reinickendorf,13405.0
